C.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	gardi	menjaga, menjaga, menjaga	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	tetap	fixed	grupo	alternativoj	prononco
level	volonte	dengan rela hati (dari hati)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	kuat	loud	grupo	alternativoj	prononco
level	fadeno	seutas benang	a thread	grupo	alternativoj	prononco
level	gusto	rasa	a taste	grupo	alternativoj	prononco
level	leginte	selepas membaca	after reading	grupo	alternativoj	prononco
level	enironte	semasa hendak masuk	while about to enter	grupo	alternativoj	prononco
level	dato	tarikh, tarikh	date, a date	grupo	alternativoj	prononco
level	fundo	bawah, asas	bottom, foundation	grupo	alternativoj	prononco
level	radiko	sebuah akar	a root	grupo	alternativoj	prononco
level	bonvole -u	tolong (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	satu makna, satu kepentingan	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	untuk memperbaiki, untuk mengikat	to fix, to fasten	grupo	alternativoj	prononco
level	vana	sia-sia, tidak berguna	vain, useless	grupo	alternativoj	prononco
level	vaporo	wap, wap	steam, vapor	grupo	alternativoj	prononco
level	rakonto	sebuah naratif, sebuah cerita	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	tolong (~i)	please (~i)	grupo	alternativoj	prononco
level	figuro	gambar, gambar, gambar	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	perak	silver	grupo	alternativoj	prononco
level	ĝirafo	seekor zirafah	a giraffe	grupo	alternativoj	prononco
level	ĉarma	menawan	charming	grupo	alternativoj	prononco
level	rulo	segulung, lari	a roll, a run	grupo	alternativoj	prononco
level	gitaro	sebuah gitar	a guitar	grupo	alternativoj	prononco
level	miliardo	satu bilion	a billion	grupo	alternativoj	prononco
level	eterna	kekal, kekal	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	akhbar	a newspaper	grupo	alternativoj	prononco
level	memoro	ingatan	a memory	grupo	alternativoj	prononco
level	ruli	untuk melancarkan, untuk menjalankan program	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	koyak, koyak	tear, a tear	grupo	alternativoj	prononco
level	inko	sebuah dakwat	an ink	grupo	alternativoj	prononco
level	majstro	Guru, maestro, pakar (seni seseorang)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	seekor singa	a lion	grupo	alternativoj	prononco
level	tiom da ~	sekian daripada ~, sebanyak itu daripada ~, bahawa banyak daripada ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	perut, perut, perut	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	sebuah dataran, sebuah plaza	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	percaya, percaya	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	sejumlah kecil ~, beberapa	small amount of ~, some	grupo	alternativoj	prononco
level	babili	berbual, berbual, berbual	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	sebuah gua, sebuah rongga	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	daripada beberapa jumlah, beberapa	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	bahu	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	selamat tinggal, selamat tinggal, selamat tinggal	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	meletakkan jawatan, menyerah, menyerah, meninggalkan	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	satu rahsia	a secret	grupo	alternativoj	prononco
level	droni	untuk lemas	to drown	grupo	alternativoj	prononco
level	celi	untuk bertujuan, untuk menyasarkan, untuk berniat	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	sebuah restoran	a restaurant	grupo	alternativoj	prononco
level	turo	sebuah menara	a tower	grupo	alternativoj	prononco
level	sablo	pasir, pasir	sand, a sand	grupo	alternativoj	prononco
level	tondro	guruh	a thunder	grupo	alternativoj	prononco
level	ies	milik seseorang	someone's	grupo	alternativoj	prononco
level	tapiŝo	permaidani, permaidani	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	diperlukan, dikehendaki, dikehendaki	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	digambarkan	illustrated	grupo	alternativoj	prononco
level	razi	untuk mencukur	to shave	grupo	alternativoj	prononco
level	standardo	sepanduk, bendera	a banner, a flag	grupo	alternativoj	prononco
level	mentono	dagu, dagu	chin, a chin	grupo	alternativoj	prononco
level	valizo	beg pakaian, koper	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(sedang) sibuk, sibuk	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	jus, sap	juice, a sap	grupo	alternativoj	prononco
level	komunumo	sebuah komuniti	a community	grupo	alternativoj	prononco
level	fontano	air pancut	a fountain	grupo	alternativoj	prononco
level	konato	seorang yang dikenali, seorang kenalan	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(telah) diduduki, sibuk, bertunang	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	untuk diduduki, untuk terlibat, untuk melibatkan diri	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	pokok pain	a pine tree	grupo	alternativoj	prononco
level	konstruota	(akan) dibina	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(telah) ditangkap, ditawan	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(akan) ditangkap	(will be) captured	grupo	alternativoj	prononco
level	rezulti	terhasil	to result	grupo	alternativoj	prononco
level	kaptito	seorang banduan (telah ditangkap)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	untuk mengira	to compute	grupo	alternativoj	prononco
level	batite	selepas (telah) dipukul	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	bertudung	covered	grupo	alternativoj	prononco
level	teatro	sebuah teater	a theatre	grupo	alternativoj	prononco
level	sezono	musim, satu musim	season, a season	grupo	alternativoj	prononco
level	kelnero	seorang pelayan	a waiter	grupo	alternativoj	prononco
level	tabelo	jadual, jadual, indeks	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	awam, orang awam	public, public people	grupo	alternativoj	prononco
level	apogi	untuk menyokong, untuk menegakkan	to support, to uphold	grupo	alternativoj	prononco
level	distri	untuk mengalih perhatian, untuk mengalihkan, untuk menghiburkan	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	seorang ibu	a mother	grupo	alternativoj	prononco
level	distanco	satu jarak	a distance	grupo	alternativoj	prononco
level	aparte	berasingan, secara berasingan	apart, separately	grupo	alternativoj	prononco
level	originala	asal	original	grupo	alternativoj	prononco
level	bicikli	berbasikal, menunggang basikal	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	peraturan, peraturan	a rule, a regulation	grupo	alternativoj	prononco
level	troa	berlebihan, tidak wajar	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	sangat bagus!	very nice!	grupo	alternativoj	prononco
level	balanci	berayun, bergoyang	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	sebuah stoking	a stocking	grupo	alternativoj	prononco
level	kontroli	untuk menyemak, mengaudit, menyemak	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	pes, doh	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	segi empat tepat, segi empat tepat	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	palsu, palsu, palsu, palsu, palsu	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	bergurau, bergurau	to joke, to jest	grupo	alternativoj	prononco
level	problemo	masalah, masalah	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	kepada budaya (tanah, tanah)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	sekolah, tempat belajar	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	tempat makan, restoran, ruang makan, kantin	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	bendera, sepanduk	a flag, a banner	grupo	alternativoj	prononco
level	universala	universal, umum, seluruh dunia	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	kedai, kedai	a store, a shop	grupo	alternativoj	prononco
level	parko	Taman	a park	grupo	alternativoj	prononco
level	kesto	peti, kotak, kotak	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	sebuah gereja, sebuah kirk	a church, a kirk	grupo	alternativoj	prononco
level	ataki	serang	to attack	grupo	alternativoj	prononco
level	fako	cawangan, disiplin, kepakaran, petak	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	kedai buku, kedai buku	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	terkenal	famous	grupo	alternativoj	prononco
level	kafejo	kafe, kedai kopi	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	kusyen, bantal baling	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	untuk mereka bentuk, untuk menggambarkan, untuk melukis	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	sesuai, sesuai	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	sebuah meja penyambut tetamu	a reception desk	grupo	alternativoj	prononco
level	necesejo	tandas, tandas	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	sukan, sukan	sport, a sport	grupo	alternativoj	prononco
level	fridujo	peti ais, peti ais	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	tong sampah, tong sampah, tong sampah	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	untuk mempertahankan	to defend	grupo	alternativoj	prononco
level	eduki	untuk mendidik	to educate	grupo	alternativoj	prononco
level	hejti	untuk memanaskan, untuk memanaskan badan	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	senarai	a list	grupo	alternativoj	prononco
level	kondiĉo	keadaan	a condition	grupo	alternativoj	prononco
level	poste	kemudian, selepas itu, seterusnya	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	untuk memeluk, untuk memeluk	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	gembira, gembira, gembira	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	selsema (terperangkap)	a cold (caught)	grupo	alternativoj	prononco
level	salono	ruang duduk, ruang rehat, salon	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	untuk terdiri	to consist	grupo	alternativoj	prononco
level	hejme	di rumah	at home	grupo	alternativoj	prononco
level	spezo	satu pusing ganti	a turnover	grupo	alternativoj	prononco
level	kalendaro	sebuah kalendar	a calendar	grupo	alternativoj	prononco
level	imagi	untuk membayangkan	to imagine	grupo	alternativoj	prononco
level	fidela	setia, amanah	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	untuk mengambil bahagian, untuk mengambil bahagian	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	sebuah istana, sebuah benteng	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	<suffix>kumpulan dalam nombor	<suffix> a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	untuk menghadiri, untuk hadir di	to attend, to be present at	grupo	alternativoj	prononco
level	televido	TV, televisyen	TV, television	grupo	alternativoj	prononco
level	studento	seorang pelajar (universiti)	a student (university)	grupo	alternativoj	prononco
level	impreso	satu kesan	an impression	grupo	alternativoj	prononco
level	pupo	anak patung, boneka	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	berterusan, berterusan, kekal	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	rata, sekata, satah, aras	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ tahun	~ years old	grupo	alternativoj	prononco
level	blovi	untuk meniup	to blow	grupo	alternativoj	prononco
level	konfesi	mengaku, mengaku	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	luar, luar negara	outside, abroad	grupo	alternativoj	prononco
level	remi	untuk mendayung	to row	grupo	alternativoj	prononco
level	kaserolo	kaserol, kuali, periuk	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(kedua ibubapa	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	untuk berkahwin, untuk berkahwin	to get married, to marry	grupo	alternativoj	prononco
level	vundo	luka, kecederaan	a wound, an injury	grupo	alternativoj	prononco
level	scienco	sains, sains	science, a science	grupo	alternativoj	prononco
level	monero	duit syiling	a coin	grupo	alternativoj	prononco
level	kompari	untuk membandingkan	to compare	grupo	alternativoj	prononco
level	arko	lengkok (lengkung)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	berpengalaman, pakar	experienced, expert	grupo	alternativoj	prononco
level	sankta	suci, suci	holy, sacred	grupo	alternativoj	prononco
level	lavujo	sebuah singki	a washbasin	grupo	alternativoj	prononco
level	trajno	keretapi	a train	grupo	alternativoj	prononco
level	domaĝo	sayang, sesuatu yang dikesali	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	tajam, kasar	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	untuk layak, untuk merit, untuk menjadi layak	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	untuk mula bercakap	to start speaking	grupo	alternativoj	prononco
level	ekscii	untuk mengenali, untuk menyedari, untuk belajar	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	sebiji benih	a seed	grupo	alternativoj	prononco
level	reveni	untuk kembali, untuk kembali	to come back, to return	grupo	alternativoj	prononco
level	lupo	seekor serigala	a wolf	grupo	alternativoj	prononco
level	elefanto	Gajah	an elephant	grupo	alternativoj	prononco
level	karoto	lobak merah	a carrot	grupo	alternativoj	prononco
level	haŭto	kulit, kulit	skin, a skin	grupo	alternativoj	prononco
level	palaco	sebuah istana	a palace	grupo	alternativoj	prononco
level	eksidi	untuk duduk	to get sit down	grupo	alternativoj	prononco
level	mamo	payudara (wanita), payudara	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	seekor beruang	a bear	grupo	alternativoj	prononco
level	vulpo	seekor musang	a fox	grupo	alternativoj	prononco
level	kuracisto	seorang doktor (perubatan), seorang doktor	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	tirai, skrin, tudung	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	untuk menakluk, untuk menakluk, untuk menang, untuk mengatasi	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	seorang askar	a soldier	grupo	alternativoj	prononco
level	trunko	batang, batang, batang tubuh	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	pencuri	a thief	grupo	alternativoj	prononco
level	miksi	mengadun, mengadun, mengocok	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	tepat, tepat	precise, accurate	grupo	alternativoj	prononco
level	instruisto	seorang guru, seorang pengajar	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	membosankan	to bore	grupo	alternativoj	prononco
level	gaso	gas	gas	grupo	alternativoj	prononco
level	fervora	bersungguh-sungguh, bersemangat, bersemangat, berapi-api	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	syaitan	a devil	grupo	alternativoj	prononco
level	densa	padat, tebal, pekat	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	pelik, ganjil, pelik	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	untuk menyelamatkan, untuk menyelamatkan	to save, to rescue	grupo	alternativoj	prononco
level	vico	pusing, pusingan (dalam urutan)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	satu kilometer	a kilometer	grupo	alternativoj	prononco
level	puni	untuk menghukum	to punish	grupo	alternativoj	prononco
level	prunto	hutang	a loan	grupo	alternativoj	prononco
level	planto	tumbuhan, tumbuhan	plant, a plant	grupo	alternativoj	prononco
level	praktiko	amalan, amalan	practice, a practice	grupo	alternativoj	prononco
level	kune	bersama-sama	together	grupo	alternativoj	prononco
level	temperaturo	suhu	temperature	grupo	alternativoj	prononco
level	nepo	seorang cucu	a grandson	grupo	alternativoj	prononco
level	kunveni	untuk bersidang, untuk berkumpul, untuk bertemu	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	satu nada	a tone	grupo	alternativoj	prononco
level	plata	rata	flat	grupo	alternativoj	prononco
level	ekskursi	untuk bersiar-siar, untuk pergi berkelah, untuk bersiar-siar	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	untuk membaiki, untuk membaiki	to repair, to fix	grupo	alternativoj	prononco
level	dramo	sebuah drama	a drama	grupo	alternativoj	prononco
level	sovaĝa	buas, liar	savage, wild	grupo	alternativoj	prononco
level	progresi	untuk maju	to progress	grupo	alternativoj	prononco
level	sonĝo	mimpi	a dream	grupo	alternativoj	prononco
level	legomo	sayur	a vegetable	grupo	alternativoj	prononco
level	proksimuma	anggaran	approximate	grupo	alternativoj	prononco
level	mapo	peta	a map	grupo	alternativoj	prononco
level	foje (iu foje)	kadang-kadang (kadang-kadang)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	sebuah pihak berkuasa	an authority	grupo	alternativoj	prononco
level	distribui	untuk mengedarkan	to distribute	grupo	alternativoj	prononco
level	distingi	untuk membezakan	to distinguish	grupo	alternativoj	prononco
level	speciala	istimewa	special	grupo	alternativoj	prononco
level	boli	untuk didihkan	to boil	grupo	alternativoj	prononco
level	osto	tulang	a bone	grupo	alternativoj	prononco
level	rekomendi	mengesyorkan	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	lusa	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	mewajibkan, berbaik hati, melakukan sesuatu	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	lemah lembut, sopan, bersopan santun, berbudi bahasa	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	selesa	comfortable	grupo	alternativoj	prononco
level	strio	jalur, sinar	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	kanvas, kain, linen	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	tali, kord, tali	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	sebuah empayar	an empire	grupo	alternativoj	prononco
level	ĉemizo	baju	a shirt	grupo	alternativoj	prononco
level	anaso	seekor itik	a duck	grupo	alternativoj	prononco
level	organo	organ, ulasan, buletin rasmi	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	lama, lama	long, for a long time	grupo	alternativoj	prononco
level	biskvito	biskut, biskut, keropok	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	ibu, ibu, ibu	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	ayah, ayah, ayah	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	untuk memesan, untuk menempah	to order, to book	grupo	alternativoj	prononco
level	lingva	linguistik	linguistic	grupo	alternativoj	prononco
level	biciklo	basikal, basikal	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	meniru	to imitate	grupo	alternativoj	prononco
level	abelo	seekor lebah	a bee	grupo	alternativoj	prononco
level	konfidi	untuk curhat, untuk mengamanahkan	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	cuti, cuti (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	untuk mencium	to kiss	grupo	alternativoj	prononco
level	nokte	pada waktu malam, waktu malam, pada waktu malam	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	menyerahkan, memindahkan, menyerahkan	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	watak, surat	a character, a letter	grupo	alternativoj	prononco
level	maŝino	sebuah mesin	a machine	grupo	alternativoj	prononco
level	haveno	sebuah pelabuhan, sebuah pelabuhan	a harbor, a port	grupo	alternativoj	prononco
level	graso	lemak, lemak	grease, fat	grupo	alternativoj	prononco
level	klopodi	berusaha, mencuba, bertujuan, melaksanakan	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	peluang, peluang	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	merobek, merobek	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	kot, manteau, jubah	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	sesuatu program	a program	grupo	alternativoj	prononco
level	volvi	membalut, menggulung, menggulung, menggulung	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	atas pinjaman	on loan	grupo	alternativoj	prononco
level	naskiĝtago	hari jadi	a birthday	grupo	alternativoj	prononco
level	karbo	arang	coal	grupo	alternativoj	prononco
level	proponi	meminang, menawarkan	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	sebuah muzium	a museum	grupo	alternativoj	prononco
level	metalo	logam, logam	metal, a metal	grupo	alternativoj	prononco
level	streĉi	untuk meregangkan, untuk mengetatkan	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	untuk rasa, untuk mencuba	to taste, to sample	grupo	alternativoj	prononco
level	atenti	menjaga, memberi perhatian, berjaga-jaga	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	untuk mencetak	to print	grupo	alternativoj	prononco
level	tabulo	papan, papan, tablette	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	sepenuhnya, sepenuhnya, sepenuhnya	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	siri	a series	grupo	alternativoj	prononco
level	universitato	Universiti	a university	grupo	alternativoj	prononco
level	situacio	keadaan, keadaan, keadaan	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	sepasang, sepasang	a pair, a couple	grupo	alternativoj	prononco
level	metio	kraf, kraftangan	craft, handicraft	grupo	alternativoj	prononco
level	meblo	sekeping perabot	a piece of furniture	grupo	alternativoj	prononco
level	oleo	minyak, minyak	oil, an oil	grupo	alternativoj	prononco
level	scivola	ingin tahu, ingin tahu	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	bukan? bukan?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	penting, sangat diperlukan	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	mampu, mampu	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	loker, almari, almari, almari	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	setiap, pada kadar, oleh	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	seorang pengarah, seorang pengurus	a director, a manager	grupo	alternativoj	prononco
level	ve!	Malangnya!	Alas!	grupo	alternativoj	prononco
level	eviti	mengelak, mengelak	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	untuk memiliki, untuk memiliki	to possess, to own	grupo	alternativoj	prononco
level	rubriko	tajuk, bahagian, rubrik, lajur	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	jenayah	a crime	grupo	alternativoj	prononco
level	akiri	untuk memperoleh, untuk mencapai, untuk mendapatkan, untuk mendapatkan	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	untuk mengacaukan, untuk bungle, untuk merosakkan, untuk kacau	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	seorang wanita	a woman	grupo	alternativoj	prononco
level	viŝi	untuk mengelap, untuk memadam, dan menghapuskan	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	di sisi	at the side	grupo	alternativoj	prononco
level	oferti	mencadang, membida, membuat tawaran, menawarkan	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	lalat (serangga)	a fly (insect)	grupo	alternativoj	prononco
level	subite	tiba-tiba, tiba-tiba	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	cermin, cermin mata	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	sesuai	suitable	grupo	alternativoj	prononco
level	neniel	sama sekali, tidak sama sekali, tidak sama sekali	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	peribadi	personal	grupo	alternativoj	prononco
level	rado	sebuah roda	a wheel	grupo	alternativoj	prononco
level	najbaro	jiran	a neighbor	grupo	alternativoj	prononco
level	tremi	menggeletar, menggigil, menggigil	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	bilik keluarga, ruang tamu	a family room, a living room	grupo	alternativoj	prononco
level	poto	periuk, jag	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	untuk menghabiskan, untuk lulus	to spend, to pass	grupo	alternativoj	prononco
level	akompani	menemani	to accompany	grupo	alternativoj	prononco
level	noto	nota, gred (sekolah), markah	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	kening	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	bilik kanak-kanak	a child room	grupo	alternativoj	prononco
level	vigla	animasi, pantas	animated, brisk	grupo	alternativoj	prononco
level	simio	monyet	a monkey	grupo	alternativoj	prononco
level	pilko	sebiji bola	a ball	grupo	alternativoj	prononco
level	konscii	untuk sedar, untuk menyedari	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	penghormatan, penghormatan	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	perasmian, perasmian	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	bayi	a baby	grupo	alternativoj	prononco
level	rajti	untuk dibenarkan, mempunyai hak untuk	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	selera makan	an appetite	grupo	alternativoj	prononco
level	klubo	sebuah kelab, sebuah masyarakat	a club, a society	grupo	alternativoj	prononco
level	soifi	dahaga, dahaga	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	seekor tikus	a mouse	grupo	alternativoj	prononco
level	nevo	anak saudara	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	makan malam, makan malam, makan malam	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	pada waktu pagi	in the morning	grupo	alternativoj	prononco
level	trompi	untuk menipu, untuk menipu	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	untuk bertani, untuk memajak ladang	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	digit, digit, sifir, angka	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	jujur	honest	grupo	alternativoj	prononco
level	tagmezo	tengah hari, tengah hari	noon, midday	grupo	alternativoj	prononco
level	romano	sebuah novel	a novel	grupo	alternativoj	prononco
level	rato	seekor tikus	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	sebelum tengah hari (pagi)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	menggali, mengomel, menyodok	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	lubang, tiang	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	pada sebelah petang	in the afternoon	grupo	alternativoj	prononco
level	fiera	bangga	proud	grupo	alternativoj	prononco
level	bari	menghalang, menghalang	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	Untuk menguap	to yawn	grupo	alternativoj	prononco
level	poento	satu mata, satu larian	a point, a run	grupo	alternativoj	prononco
level	minaci	mengugut, mengugut, menakut-nakutkan, mengancam	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	senjata, gudang senjata	arms, armory	grupo	alternativoj	prononco
level	parenco	saudara, saudara, saudara	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	menuai, menuai, menuai	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	mandi, mandi	shower, a shower	grupo	alternativoj	prononco
level	mueli	untuk mengisar	to grind	grupo	alternativoj	prononco
level	fabelo	cerita dongeng, cerita sebelum tidur	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	awam, terbuka kepada umum	public, open to public	grupo	alternativoj	prononco
level	baro	penghalang, halangan	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	siku	an elbow	grupo	alternativoj	prononco
