B.id content.tsv
Level	Esperanto	id	en-us	Grupo	Alternativoj	Pronoco
level	programeroj, kiuj ofte revenas	program yang sering kembali	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	tapi ada juga program yang sering kembali	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	Misalnya	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	misalnya, hampir selalu memungkinkan untuk bermain olahraga dan kartu	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	untuk berbicara dengan teman sepanjang malam	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	bernyanyi di sekitar api dan menari	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	untuk mengambil bagian dalam konser, dan sebagainya	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	baiklah, aku juga bisa melakukannya di rumah	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	benar, tapi	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	tapi yang penting saat IJK adalah~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	berasal dari berbagai negara	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	Pasalnya, pesertanya berasal dari berbagai negara	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	karena campuran orang yang berbeda	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	ini adalah suasana nyaman yang sangat saya sukai	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	baiklah, sepertinya tertarik	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	saya akan memikirkannya	I will think about	grupo	alternativoj	prononco
level	certe	untuk ya	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	Namun, masalahnya adalah ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	uang sebanyak itu	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Saya tidak punya uang sebanyak itu saat ini	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	Masalahnya adalah saya tidak mempunyai uang sebanyak itu	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Saya mengerti, tapi biayanya tidak banyak	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	itu tidak akan terlalu mahal, saya yakin	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	tabel biaya program	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	yaitu jika Anda melihat tabel pembagian/biaya	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	tabel pembagian/biaya undangan IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	kamu menemukan itu ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	totalnya hanya 50 euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	Anda lihat, bagi Anda totalnya hanya 50 euro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	jika kita tidur di lantai	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	Baiklah	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	baiklah, kedengarannya bagus	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	tapi bagaimana dengan perjalanannya	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	kereta akan menelan biaya sekitar 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	apakah itu mungkin bagimu?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	semoga	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	tapi akan bertahan cukup lama dengan kereta api	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ya, tapi kita bisa berhenti di satu atau dua kota	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	sepanjang jalan	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	dan menginap semalam?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	maukah kamu membayarnya?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	bukan, bukan aku, tapi itu bukan masalah	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	benarkah hal ini tidak menjadi masalah?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	bagaimana Anda berencana untuk menyelesaikannya?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	menunjukkan mahkota emas	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	baiklah, akan kutunjukkan padamu segera	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	tapi pertama-tama, minum teh lagi	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	apakah kamu mau juga?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ya terima kasih	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	di kafe yang sama'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	sesuatu terjadi, terus (lakukan) hal itu	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	rencana, merencanakan, merencanakan	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	dia dan dia melanjutkan perencanaan	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	tolong, ini tehmu	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	sementara itu aku melihat undangan itu	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	melihat undangan IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Saya mengerti banyak, tapi tidak semua	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	baiklah baiklah, tanyakan saja	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	inilah hal-halnya	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	hal-hal yang jelas	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	hal-hal yang membingungkan	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	membingungkan saya	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	untuk bergabung, formulir pendaftaran	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Organisasi Pemuda Esperanto Dunia	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, burung yang melambangkan TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	untuk tinggal, tempat tinggal (penginapan)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	sebuah penginapan untuk orang banyak	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	formulir pendaftaran adalah alat untuk mendaftar	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	formulir keanggotaan di mana Anda menulis nama, alamat, dll	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	panjang, singkatan	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	singkatan dari Organisasi Pemuda Esperanto Dunia	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo adalah burung lucu TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	penginapan massal adalah tempat dimana banyak orang menginap	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	tidur, obat tidur, kantong tidur	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	biasanya seseorang membutuhkan kantong tidur di sana	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	kamu menjelaskannya terlalu cepat	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Saya tidak menangkap semuanya	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	tidak begitu penting	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Menurutku itu tidak terlalu penting sekarang	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	nanti kita bisa bicara lebih banyak	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	lebih lanjut membicarakan undangan IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	jadi kamu ingin merencanakan perjalanannya sekarang, kan?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ya, dengan senang hati	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	jadi kamu akan melihatnya ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	akan memakan biaya sebesar itu	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	akan melihat bahwa biaya perjalanannya tidak terlalu mahal	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Saya ingin tahu	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Saya ingin tahu tentang ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	bagaimana Anda akan menyelesaikan masalah menginap malam	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	karena saya tidak punya uang	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	sebuah asrama pemuda	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	punya uang untuk hotel atau hostel pemuda	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	inilah solusinya	here's the solution	grupo	alternativoj	prononco
level	pasporto	sebuah paspor	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Layanan Paspor, Home Stay Esperantis	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	buklet dengan nama &quot;Layanan Paspor&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	layanan untuk apa?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	untuk orang-orang seperti kita	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	untuk mengalami, seorang ahli	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	orang yang suka bepergian dan menjelajahi negara	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	untuk mendapatkan dan membelanjakan	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	tanpa mengeluarkan banyak uang	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	sebuah layanan, layanan, layanan itu	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	baik, dan bagaimana cara kerja layanan itu?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Saya melihat di buku itu ada ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	banyak alamat	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	ada banyak alamat dari beberapa negara	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	benar, ya!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	siap membantu Anda	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	mereka semua, semuanya	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	sebenarnya semuanya siap membantu Anda!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	maksudnya, maksudnya	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;tersedia untuk saya&quot;, apa maksudnya?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	berarti ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	untuk tamu, seorang tamu, untuk menjamu seorang tamu	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	sudah siap, sudah siap, bersiap-siap!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	orang-orang di alamat tersebut siap menerima Anda	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	untuk mengetahui (seseorang), dikenal, untuk dikenal	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	dan membantu Anda mengenal wilayah mereka	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	berarti orang-orang bersedia menerima Anda dan membantu	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	terdengar menarik!	sounds interesting!	grupo	alternativoj	prononco
level	do	Jadi	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	seseorang tinggal di rumah orang Esperantis lainnya, bukan?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	beberapa pengalaman dengan Layanan Paspor	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Saya mempunyai beberapa pengalaman menarik	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Saya telah menggunakannya di tiga benua	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(itu) bekerja dengan buruk	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	dan sejauh ini (itu) telah bekerja dengan sangat baik	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Besar! kemana kita akan pergi?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	jadi, rencanaku adalah kita ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	datang, tiba	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	setelah perjalanan sukses	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	setelah menggunakan Layanan Paspor di dua kota	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	mereka tiba setelah perjalanan yang sukses	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	lihatlah, lihat!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	ada bendera Esperanto besar di sana	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	tanda bertuliskan “Selamat Datang di IJK!”	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ya, dan dibawahnya ada ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hore!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	jadi kami akhirnya tiba	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Saya sangat lelah dan lapar	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	menurutmu kita bisa ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	untuk makan sesuatu	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	apa menurutmu kita bisa langsung makan sesuatu?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	saya meragukan itu	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	pertama-tama kita harus diterima	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	harus diterima di meja resepsionis	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	dan itu bisa bertahan lama	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	untuk bertahan lama dalam pengalaman saya	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Sayang!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	apakah itu jalur resepsinya?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Saya khawatir demikian	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	untuk dilakukan ~ tidak sepenuhnya sempurna	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	benar-benar sempurna untuk tiba di malam hari	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	kita bisa ngobrol dengan orang-orang	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	tapi kita bisa ngobrol dengan orang yang mengantri	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	lihatlah, saya melihat seorang teman Rusia!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Aku lapar, aku ingin makan	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	setelah sekitar 2 jam	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	sejalan dengan teman baru dan lama	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	panitia kongres lokal	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	anggota komite kongres setempat	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	selamat datang, siapa kamu?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	dari negara mana?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	apakah kamu membayar di muka?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	tolong tunjukkan	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	jika iya, tolong tunjukkan kuitansinya	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	apakah kamu anggota TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	untuk menjadi anggota di sebuah booth	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	jika belum, anda bisa bergabung di booth berikutnya	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	berikut adalah kuitansi pembayaran di muka	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	kartu anggota dan paspor kami	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	sangat bagus	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	jadi, saya lihat Anda akan tinggal di penginapan massal (ruang darurat)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	dan akan makan di hostel pemuda	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	apakah informasi tersebut benar?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ya, sempurna	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	tas dengan program, peta, dll	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	Anda dapat membayar dan menerima tas dengan program, peta, dll	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	di bilik merah, di sana	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	baik terima kasih	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	terlihat lelah namun sehat	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	orang-orang itu benar-benar terlihat lelah	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	dan tidak terlalu baik	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	kamu benar	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	tapi ingat itu ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	sedang bekerja selama 8 jam	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK telah bekerja mungkin selama delapan jam	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	tanpa banyak jeda	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	namun perlu diingat bahwa LKK bekerja tanpa henti	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	cerewet selama seminggu	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Saya yakin itu ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Saya yakin mereka akan lebih baik hati	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	mereka akan menjadi lebih baik hati dan lebih banyak bicara	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	mari kita menemukannya	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	nah, sekarang mari kita cari tempat penginapan massalnya	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	lalu aku ingin sesuatu untuk dimakan	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	apakah kamu melihat gadis di booth TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ya, bagaimana dengan dia?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	Anda tahu dia?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Sayangnya tidak ada	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	tapi dia sangat cantik, bukan?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	saya setuju	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	Namun tidak memahami dengan baik	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Saya setuju tetapi saya tidak mengerti	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	apakah kamu menyukai wanita?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ya, aku ingin memberitahumu sebelumnya	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	tapi entah kenapa tidak	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspek dll	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	apakah kamu, kan?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ya, saya seorang homoseksual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	bisa juga dikatakan lesbian	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	baiklah, aku tidak tahu sama sekali	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	tapi aku senang kamu mengatakannya	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	sebenarnya saya senang Anda seorang homoseksual	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	kamu adalah lesbian yang paling baik dan paling baik	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	lesbian terbaik yang saya kenal	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Terima kasih! apakah kamu kenal orang lain?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	tapi bagaimana kamu tahu itu?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	gadis itu lebih menyukai laki-laki!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	bagaimanapun juga aku yakin gadis itu lebih menyukai pria!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	gadis yang kamu bicarakan itu	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	kita lihat saja nanti	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	di tempat penginapan massal (ruang kecelakaan)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Selamat pagi!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	Apakah kamu tidur dengan nyenyak?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	hampir tidak melihat	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	sebaliknya, saya sulit tidur	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	tapi kenapa?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	mungkin kamu gugup menghadapi hari IJK pertamamu?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	tidak terlalu	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	sepanjang malam, sepanjang malam	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	mendengkur dengan sangat keras	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	hanya seseorang yang mendengkur sangat keras sepanjang malam	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	jangan ganggu aku	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	dan itu sangat menggangguku	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	tidakkah kamu mendengar itu	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	tidak sama sekali, aku tidur nyenyak	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	apakah aku lupa memberitahumu itu ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	telinga, untuk menyumbat, menyumbat telinga	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	ada baiknya menggunakan penyumbat telinga	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	layak digunakan ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	sudah kubilang sebaiknya gunakan penyumbat telinga	told you it's worth using earplugs	grupo	alternativoj	prononco
