C.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	ondo	một làn sóng	a wave	grupo	alternativoj	prononco
level	pasporto	hộ chiếu	a passport	grupo	alternativoj	prononco
level	malantaŭ ~	đằng sau ~	behind ~	grupo	alternativoj	prononco
level	korespondi	tương ứng	to correspond	grupo	alternativoj	prononco
level	ĉefa	trưởng, chính	chief, main	grupo	alternativoj	prononco
level	ligi	liên kết, buộc, kết nối	to link, to tie, to connect	grupo	alternativoj	prononco
level	rilati	liên quan, có quan hệ, quan tâm	to relate, to have a relation, to concern	grupo	alternativoj	prononco
level	taso	cái tách	a cup	grupo	alternativoj	prononco
level	golo	bàn thắng (trong bóng đá)	a goal (in a soccer)	grupo	alternativoj	prononco
level	industrio	một ngành công nghiệp	an industry	grupo	alternativoj	prononco
level	trovi	để tìm	to find	grupo	alternativoj	prononco
level	ĝeni	làm phiền, làm phiền, làm phiền, cản trở	to bother, to trouble, to disturb, to hinder	grupo	alternativoj	prononco
level	kombi	chải tóc	to comb	grupo	alternativoj	prononco
level	oro	vàng, một vàng	gold, a gold	grupo	alternativoj	prononco
level	premio	một giải thưởng, một giải thưởng	a prize, an award	grupo	alternativoj	prononco
level	terpomo	một củ khoai tây	a potato	grupo	alternativoj	prononco
level	leciono	một bài học	a lesson	grupo	alternativoj	prononco
level	malbona	tệ, khó chịu	bad, nasty	grupo	alternativoj	prononco
level	malami	ghét	to hate	grupo	alternativoj	prononco
level	signo	một dấu hiệu, một dấu hiệu	a sign, a mark	grupo	alternativoj	prononco
level	malamiko	một kẻ thù	an enemy	grupo	alternativoj	prononco
level	botelo	một chai	a bottle	grupo	alternativoj	prononco
level	naĝi	bơi	to swim	grupo	alternativoj	prononco
level	maljuna	già (không trẻ)	old (not young)	grupo	alternativoj	prononco
level	prezo	giá, một mức giá	price, a price	grupo	alternativoj	prononco
level	butono	một nut bâm	a button	grupo	alternativoj	prononco
level	ŝuo	một chiếc giày	a shoe	grupo	alternativoj	prononco
level	malnova	cũ (không mới)	old (not new)	grupo	alternativoj	prononco
level	piki	chọn, đâm, chích	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	nghèo	poor	grupo	alternativoj	prononco
level	informi	thông báo, cung cấp thông tin, báo cáo	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	một mái nhà	a roof	grupo	alternativoj	prononco
level	lipo	môi, một môi	lip, a lip	grupo	alternativoj	prononco
level	rando	lề, mép, ranh giới, cạnh vát	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	cứng	hard	grupo	alternativoj	prononco
level	telefono	một chiếc điện thoại	a telephone	grupo	alternativoj	prononco
level	forko	cái nĩa, cái nĩa	fork, a fork	grupo	alternativoj	prononco
level	teo	trà, trà	tea, a tea	grupo	alternativoj	prononco
level	pantalono	quần dài	trousers, pants	grupo	alternativoj	prononco
level	pinto	đỉnh, đỉnh, đỉnh, đỉnh	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	một cái hộp, một cái hộp	a case, a box	grupo	alternativoj	prononco
level	malvarma	Lạnh lạnh	cold, chilly	grupo	alternativoj	prononco
level	salo	muối	salt	grupo	alternativoj	prononco
level	reto	một mạng lưới, một mạng lưới	a network, a net	grupo	alternativoj	prononco
level	donaci	tặng, tặng, tặng	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	thấp	low	grupo	alternativoj	prononco
level	viando	thịt, một miếng thịt	meat, a meat	grupo	alternativoj	prononco
level	respekti	tôn trọng	to respect	grupo	alternativoj	prononco
level	forno	cái lò, cái lò, cái lò	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	<hậu tố>phần tử, phần nhỏ của tổng thể	<suffix> element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	khám phá, khám phá, tiết lộ	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	<hậu tố>tệ, kinh tởm	<suffix> bad, disgusting	grupo	alternativoj	prononco
level	branĉo	một cành, một cành	a branch, a bough	grupo	alternativoj	prononco
level	malhela	tối tăm, ảm đạm, ảm đạm	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	nói dối, nói dối	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	một ý kiến	an opinion	grupo	alternativoj	prononco
level	bieno	một trang trại, một tài sản, một mảnh đất, một điền trang	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	cản trở, cản trở, cản trở, cản trở	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	một vị khách	a guest	grupo	alternativoj	prononco
level	aviadilo	một chiếc máy bay, một chiếc máy bay	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	làm quen, làm theo thói quen	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	ốm, ốm, không khỏe	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	một cái gậy, một cái dùi cui, một cái gậy	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	cái trán, cái trán	a forehead, brow	grupo	alternativoj	prononco
level	lampo	một cái đèn	a lamp	grupo	alternativoj	prononco
level	cetera	phần còn lại, còn lại, bổ sung	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	biến mất	to disappear	grupo	alternativoj	prononco
level	vango	một cái má, một cái hàm	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	đạt được, đạt được, đạt được, hoàn thành	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	để gỡ bỏ	to unpack	grupo	alternativoj	prononco
level	polico	Một viên cảnh sát	a police	grupo	alternativoj	prononco
level	kapro	một con dê	a goat	grupo	alternativoj	prononco
level	kongreso	một hội nghị, một hội nghị, một hội nghị	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	tồn tại	to exist	grupo	alternativoj	prononco
level	jako	một chiếc áo khoác (=jaketo)	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	lướt, trượt	to glide, to slip	grupo	alternativoj	prononco
level	nepre	nhất thiết, nhất định, nhất định	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	thông báo, thông báo, quảng cáo	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	súp, súp	soup, a soup	grupo	alternativoj	prononco
level	kapabla	có khả năng, có khả năng	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	người tiền nhiệm	a predecessor	grupo	alternativoj	prononco
level	danĝero	nguy hiểm	a danger	grupo	alternativoj	prononco
level	stomako	dạ dày, dạ dày	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	pho mát, pho mát	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	móng tay, móng tay, móng chân	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	bằng nhau, thậm chí	equal, even	grupo	alternativoj	prononco
level	centro	trung tâm, một trung tâm	center, a center	grupo	alternativoj	prononco
level	riĉulo	người giàu hơn, người giàu hơn	a richer, a rich person	grupo	alternativoj	prononco
level	bani	tắm rửa, tắm rửa, rửa sạch	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	có tác dụng, có tác dụng, có tác dụng	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	một ngôi sao, một người nổi tiếng	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	xà phòng, xà phòng	soap, a soap	grupo	alternativoj	prononco
level	iel	bằng cách nào đó, dù sao đi nữa	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	trông giống, có vẻ, có vẻ như	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	một người trẻ, một người trẻ	a young person, youngster	grupo	alternativoj	prononco
level	lano	một sợi len	a wool	grupo	alternativoj	prononco
level	ombro	một cái bóng	a shadow	grupo	alternativoj	prononco
level	maljunulo	một người già	an old person	grupo	alternativoj	prononco
level	ĉesi	chấm dứt, dừng lại	to cease, to stop	grupo	alternativoj	prononco
level	raporti	báo cáo	to report	grupo	alternativoj	prononco
level	golulo	thủ môn	a goalkeeper	grupo	alternativoj	prononco
level	sceno	một cảnh	a scene	grupo	alternativoj	prononco
level	objekto	một vật, một vật, một vật	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	để cầu nguyện	to pray	grupo	alternativoj	prononco
level	limo	giới hạn, ranh giới, ranh giới	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	một tên tội phạm	a criminal	grupo	alternativoj	prononco
level	krei	để tạo ra	to create	grupo	alternativoj	prononco
level	fonto	một nguồn, một dòng suối, một đài phun nước	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	một chiếc cà vạt	a necktie	grupo	alternativoj	prononco
level	flui	chảy	to flow	grupo	alternativoj	prononco
level	kudri	khâu, khâu	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	để ý	to intend	grupo	alternativoj	prononco
level	konservi	để dành, để dành, để giữ	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	đối với một số lý do	for some reason	grupo	alternativoj	prononco
level	obei	tuân theo	to obey	grupo	alternativoj	prononco
level	filino	con gái	a daughter	grupo	alternativoj	prononco
level	fulmo	tia chớp, đèn pin	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	một phụ nữ trẻ, một phụ nữ trẻ	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	một cô gái, một cô gái	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	một luật, một quy tắc	a law, a rule	grupo	alternativoj	prononco
level	simila	tương tự, giống nhau	similar, alike	grupo	alternativoj	prononco
level	edzino	một người vợ	a wife	grupo	alternativoj	prononco
level	globo	quả địa cầu, quả địa cầu, quả bóng, quả cầu	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	tội lỗi	guilty	grupo	alternativoj	prononco
level	svelta	mảnh mai	slim, slender	grupo	alternativoj	prononco
level	ombrelo	cái ô	an umbrella	grupo	alternativoj	prononco
level	ordinara	thông thường, thông thường, thông thường	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	làm hài lòng, làm hài lòng (làm ~)	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	một vùng	a region	grupo	alternativoj	prononco
level	danci	nhảy	to dance	grupo	alternativoj	prononco
level	kompati	có lòng trắc ẩn, cảm thấy thương hại cho	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	cái lọ, cái bình, cái bình, cái bình, cái bình	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	vua, một vị vua	king, a king	grupo	alternativoj	prononco
level	animo	Linh hồn	a soul	grupo	alternativoj	prononco
level	religio	Tôn giáo	a religion	grupo	alternativoj	prononco
level	ŝtato	một quốc gia, một quốc gia	a state, a nation	grupo	alternativoj	prononco
level	komuniki	giao tiếp	to communicate	grupo	alternativoj	prononco
level	promesi	hứa	to promise	grupo	alternativoj	prononco
level	noti	ghi chú, ghi lại	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	kéo dài, tiếp tục, duy trì, duy trì	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	thưởng thức	to enjoy	grupo	alternativoj	prononco
level	sekve	do đó, do đó, do đó	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	nặng nề, nặng nề	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	sắp xếp	to arrange	grupo	alternativoj	prononco
level	teruro	sự khủng bố, sự sợ hãi, sự sợ hãi	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	ông chủ, ông chủ, ông chủ	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	nhà kho, cửa hàng bách hóa	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	để giải trí, để giải trí	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	một văn phòng (nhiệm vụ, nhiệm vụ), chức năng, công việc	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	một mét	a meter	grupo	alternativoj	prononco
level	vasta	bao la, bao la, bao la	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	lưng (của cơ thể)	back (of body)	grupo	alternativoj	prononco
level	brusto	vú, vú, ngực (thân thể)	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	quý trọng, tôn trọng	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	đánh, đánh, chạy ngang qua	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	sao chép	to copy	grupo	alternativoj	prononco
level	senco	một ý nghĩa, một ý nghĩa	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	tổng (của các số)	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	vắng mặt, vắng mặt, vắng mặt	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	người lãnh đạo, người hướng dẫn	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	Esperanto, một người hy vọng	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	trong khi ăn	while eating	grupo	alternativoj	prononco
level	plano	một kế hoạch	a plan	grupo	alternativoj	prononco
level	prepari	chuẩn bị	to prepare	grupo	alternativoj	prononco
level	spirito	tinh thần, một tinh thần	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	khách sạn	a hotel	grupo	alternativoj	prononco
level	ripeti	lặp lại	to repeat	grupo	alternativoj	prononco
level	parolante	trong khi nói	while speaking	grupo	alternativoj	prononco
level	pendi	treo, rũ xuống	to hang, to droop	grupo	alternativoj	prononco
level	serioza	nghiêm trọng	serious	grupo	alternativoj	prononco
level	klini	uốn cong, nghiêng, nghiêng	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	trêu chọc, giễu cợt, giễu cợt	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	một thành viên	a member	grupo	alternativoj	prononco
level	greno	ngũ cốc (ngô, gạo, lúa mì), ngũ cốc	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	la hét, khóc lóc	shouting, crying	grupo	alternativoj	prononco
level	truo	một cái lỗ, một cái hang	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	cho là, đoán, cho là	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	ít hơn, ít hơn	less, fewer	grupo	alternativoj	prononco
level	sekvanta	tiếp theo; kế tiếp	following, next	grupo	alternativoj	prononco
level	spiri	thở	to breathe	grupo	alternativoj	prononco
level	trinkinte	sau khi uống rượu	after having drink	grupo	alternativoj	prononco
level	lango	một cái lưỡi	a tongue	grupo	alternativoj	prononco
level	biero	bia, bia, bia	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	một vé, một hóa đơn	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	chủ yếu, chủ yếu, chủ yếu, trên hết	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	điện	electricity	grupo	alternativoj	prononco
level	korbo	một chiếc giỏ	a basket	grupo	alternativoj	prononco
level	ŝlosi	khóa	to lock	grupo	alternativoj	prononco
level	sendinto	người gửi (người đã gửi)	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	hình tam giác, một hình tam giác	triangle, a triangle	grupo	alternativoj	prononco
level	odori	có mùi, có mùi hôi, có mùi hôi	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	một khóa học, một lớp học	a course, a class	grupo	alternativoj	prononco
level	supre	phía trên, phía trên, phía trên	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	một học sinh, một người học	a student, a learner	grupo	alternativoj	prononco
level	verko	một tác phẩm (bằng văn bản)	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	một nữ sinh viên (sinh viên)	a female learner (student)	grupo	alternativoj	prononco
level	venonta	sắp tới, tiếp theo	upcoming, next	grupo	alternativoj	prononco
level	jupo	một cái váy	a skirt	grupo	alternativoj	prononco
level	kuzo	anh họ (nam)	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	một chiếc xe buýt (=buso)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	hình vuông	a square	grupo	alternativoj	prononco
level	produkto	một sản phẩm	a product	grupo	alternativoj	prononco
level	produkti	sản xuất, chịu đựng	to produce, to bear	grupo	alternativoj	prononco
level	banko	một ngân hàng	a bank	grupo	alternativoj	prononco
level	donaco	một món quà, một món quà	a gift, a present	grupo	alternativoj	prononco
level	gardi	canh gác, giữ gìn, chăm sóc	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	đã sửa	fixed	grupo	alternativoj	prononco
level	volonte	tự nguyện (từ trái tim)	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	ồn ào	loud	grupo	alternativoj	prononco
level	fadeno	một sợi chỉ	a thread	grupo	alternativoj	prononco
level	gusto	một hương vị	a taste	grupo	alternativoj	prononco
level	leginte	Sau khi đọc	after reading	grupo	alternativoj	prononco
level	enironte	trong khi chuẩn bị bước vào	while about to enter	grupo	alternativoj	prononco
level	dato	ngày, một ngày	date, a date	grupo	alternativoj	prononco
level	fundo	đáy, nền móng	bottom, foundation	grupo	alternativoj	prononco
level	radiko	một sợi rễ	a root	grupo	alternativoj	prononco
level	bonvole -u	làm ơn (~u)	please (~u)	grupo	alternativoj	prononco
level	signifo	một ý nghĩa, một ý nghĩa	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	để sửa chữa, buộc chặt	to fix, to fasten	grupo	alternativoj	prononco
level	vana	vô ích, vô dụng	vain, useless	grupo	alternativoj	prononco
level	vaporo	hơi nước, hơi nước	steam, vapor	grupo	alternativoj	prononco
level	rakonto	một câu chuyện, một câu chuyện	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	làm ơn (~tôi)	please (~i)	grupo	alternativoj	prononco
level	figuro	một hình ảnh, một hình ảnh, một hình ảnh	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	bạc	silver	grupo	alternativoj	prononco
level	ĝirafo	hươu cao cổ	a giraffe	grupo	alternativoj	prononco
level	ĉarma	quyến rũ	charming	grupo	alternativoj	prononco
level	rulo	một cuộn, một chạy	a roll, a run	grupo	alternativoj	prononco
level	gitaro	một cây đan guitar	a guitar	grupo	alternativoj	prononco
level	miliardo	một tỷ	a billion	grupo	alternativoj	prononco
level	eterna	vĩnh cửu, vĩnh viễn	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	một tờ báo	a newspaper	grupo	alternativoj	prononco
level	memoro	một bộ nhớ	a memory	grupo	alternativoj	prononco
level	ruli	cuộn, chạy một chương trình	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	nước mắt, một giọt nước mắt	tear, a tear	grupo	alternativoj	prononco
level	inko	một mực	an ink	grupo	alternativoj	prononco
level	majstro	Bậc thầy, bậc thầy, bậc thầy (nghệ thuật)	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	một con sư tử	a lion	grupo	alternativoj	prononco
level	tiom da ~	rất nhiều ~, rất nhiều ~, rất nhiều ~	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	bụng, bụng, bụng	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	quảng trường, quảng trường	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	tin tưởng, có niềm tin vào	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	số lượng nhỏ ~, một số	small amount of ~, some	grupo	alternativoj	prononco
level	babili	trò chuyện, lảm nhảm, tán gẫu	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	một cái hang, một cái hang	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	trong một số lượng, một số	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	một bờ vai	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	tạm biệt, tạm biệt, tạm biệt	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	từ chức, từ bỏ, đầu hàng, từ bỏ	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	một bí mật	a secret	grupo	alternativoj	prononco
level	droni	bị chết đuối	to drown	grupo	alternativoj	prononco
level	celi	nhằm vào, nhằm vào, có ý định	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	một nhà hàng	a restaurant	grupo	alternativoj	prononco
level	turo	một tòa tháp	a tower	grupo	alternativoj	prononco
level	sablo	cát, cát	sand, a sand	grupo	alternativoj	prononco
level	tondro	một tiếng sấm	a thunder	grupo	alternativoj	prononco
level	ies	của ai đó	someone's	grupo	alternativoj	prononco
level	tapiŝo	một tấm thảm, một tấm thảm	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	cần thiết, cần thiết, muốn	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	minh họa	illustrated	grupo	alternativoj	prononco
level	razi	cạo râu	to shave	grupo	alternativoj	prononco
level	standardo	một biểu ngữ, một lá cờ	a banner, a flag	grupo	alternativoj	prononco
level	mentono	cái cằm, cái cằm	chin, a chin	grupo	alternativoj	prononco
level	valizo	một cái vali, một cái vali	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	(đang) bận rộn, bận rộn	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	nước ép, nhựa cây	juice, a sap	grupo	alternativoj	prononco
level	komunumo	một cộng đồng	a community	grupo	alternativoj	prononco
level	fontano	Đài phun nước	a fountain	grupo	alternativoj	prononco
level	konato	một người được biết đến, một người quen	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	(đã) bận rộn, bận rộn, bận rộn	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	bận rộn, tham gia, tham gia vào	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	một cây thông	a pine tree	grupo	alternativoj	prononco
level	konstruota	(sẽ) được xây dựng	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	(đã) bị bắt, bị giam giữ	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	(sẽ) bị bắt	(will be) captured	grupo	alternativoj	prononco
level	rezulti	để có kết quả	to result	grupo	alternativoj	prononco
level	kaptito	một tù nhân (đã bị bắt)	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	để tính toán	to compute	grupo	alternativoj	prononco
level	batite	sau khi (bị) đánh đập	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	đề cập	covered	grupo	alternativoj	prononco
level	teatro	một nhà hát	a theatre	grupo	alternativoj	prononco
level	sezono	một mùa, một mùa	season, a season	grupo	alternativoj	prononco
level	kelnero	một người bồi bàn	a waiter	grupo	alternativoj	prononco
level	tabelo	một bảng, một bảng biểu, một chỉ mục	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	công cộng, người của công chúng	public, public people	grupo	alternativoj	prononco
level	apogi	ủng hộ, ủng hộ	to support, to uphold	grupo	alternativoj	prononco
level	distri	làm xao lãng, làm chệch hướng, để giải trí	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	một người mẹ	a mother	grupo	alternativoj	prononco
level	distanco	một khoảng cách	a distance	grupo	alternativoj	prononco
level	aparte	riêng biệt, riêng biệt	apart, separately	grupo	alternativoj	prononco
level	originala	nguyên bản	original	grupo	alternativoj	prononco
level	bicikli	đi xe đạp, đi xe đạp	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	một quy tắc, một quy định	a rule, a regulation	grupo	alternativoj	prononco
level	troa	quá mức, quá đáng	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	rất đẹp!	very nice!	grupo	alternativoj	prononco
level	balanci	lắc lư, lắc lư	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	một kho	a stocking	grupo	alternativoj	prononco
level	kontroli	kiểm tra, kiểm tra, kiểm tra	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	bột nhão, bột	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	hình chữ nhật, một hình chữ nhật	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	giả mạo, giả mạo, giả mạo, giả mạo, giả mạo	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	nói đùa, nói đùa	to joke, to jest	grupo	alternativoj	prononco
level	problemo	một vấn đề, một rắc rối	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	đến văn hóa (đất, đất)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	một trường học, một nơi học tập	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	nơi ăn uống, nhà hàng, phòng ăn, căng tin	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	một lá cờ, một biểu ngữ	a flag, a banner	grupo	alternativoj	prononco
level	universala	phổ quát, chung, trên toàn thế giới	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	một cửa hàng, một cửa hiệu	a store, a shop	grupo	alternativoj	prononco
level	parko	một công viên	a park	grupo	alternativoj	prononco
level	kesto	một cái rương, một cái hộp, một cái hộp	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	một nhà thờ, một kirk	a church, a kirk	grupo	alternativoj	prononco
level	ataki	tấn công	to attack	grupo	alternativoj	prononco
level	fako	một ngành, một ngành, một chuyên ngành, một khoa	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	hiệu sách, hiệu sách	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	nổi tiếng	famous	grupo	alternativoj	prononco
level	kafejo	quán cà phê, quán cà phê	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	một cái đệm, một cái gối ném	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	thiết kế, phác thảo, vẽ	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	trở nên phù hợp, thích hợp	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	bàn tiếp tân	a reception desk	grupo	alternativoj	prononco
level	necesejo	nhà vệ sinh, phòng vệ sinh	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	môn thể thao, một môn thể thao	sport, a sport	grupo	alternativoj	prononco
level	fridujo	tủ lạnh, tủ lạnh	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	thùng rác, thùng rác, thùng rác	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	để bảo vệ	to defend	grupo	alternativoj	prononco
level	eduki	để giáo dục	to educate	grupo	alternativoj	prononco
level	hejti	làm nóng lên, làm nóng lên	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	một danh sách	a list	grupo	alternativoj	prononco
level	kondiĉo	một điều kiện	a condition	grupo	alternativoj	prononco
level	poste	sau đó, sau đó, tiếp theo	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	ôm, ôm	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	vui mừng, vui mừng, hạnh phúc	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	cảm lạnh (bị mắc)	a cold (caught)	grupo	alternativoj	prononco
level	salono	phòng khách, phòng chờ, salon	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	bao gồm	to consist	grupo	alternativoj	prononco
level	hejme	ở nhà	at home	grupo	alternativoj	prononco
level	spezo	doanh thu	a turnover	grupo	alternativoj	prononco
level	kalendaro	một cuốn lịch	a calendar	grupo	alternativoj	prononco
level	imagi	tưởng tượng	to imagine	grupo	alternativoj	prononco
level	fidela	trung thành, đáng tin cậy	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	tham gia, tham gia	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	một lâu đài, một tòa thành	a castle, a citadel	grupo	alternativoj	prononco
