A.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	kion vi havas en via mano?	מה יש לך ביד	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	מלפנים או מאחור?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	לפני או אחרי?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	שם מאחורי הדלת	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	אחרים, אנשים אחרים	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	מכתבים מאחרים	letters from others	grupo	alternativoj	prononco
level	falis el la mano	נפל מהיד	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	על השולחן, על השולחן	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	זה נפל על השולחן	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	ביקש סליחה	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	חיפש חמישה ספרים	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	סליחה, חיפשתי את הספר שלי.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	אבל אתה יודע היטב	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	לא על השולחן שלי	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	הספרים שלך לא על השולחן שלי	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	שוב נתן, החזיר	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	להחזיר לי את המכתב	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	קיבל שיעור טוב	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	עוד שטף, אכל עוד	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	לא יקרא יותר	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	גם אני קיבלתי	I also received	grupo	alternativoj	prononco
level	devas fermi	צריך לסגור	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	אני חייב לסגור טוב	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	סגר את הדלת בחוזקה	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	תירגע, תירגע	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	שמעו אבל לא הקשיבו	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	שמע צליל רגוע	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	אצלי יש 4 כיסים	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	עשרה ימים לאחר השיעור האחרון	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	בין שני השולחנות	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	שלוש מכתבים, שישה ניירות	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	מכף רגל ועד ראש	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	ארבע, רביעית, רביעייה, רבע	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	לאן נעלמה השלישייה	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	חמש אצבעות בשתי הידיים	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	לבד, כיס משלו	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	לשים, להרכיב, תרכובת	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	להכניס לכיס הפרטי	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	מאתיים אומות בעולם	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	לקח, לקח	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	לקח שבעה מתוך תשעת הספרים שלו	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	לעזוב, נטוש	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	תעזוב אותי בשקט ורגוע	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	אלף שמונה מאות שמונים ושבעה (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	כוס תה	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	מישהו שטף שמונה כוסות	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	אלפיים תשע עשרה (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	הוא שטף את עצמו	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	הגוף של האדם, הרכוש שלו	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	על השולחן, החתול ישן	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	החתול קפץ על השולחן	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	באולם, לתוך האולם	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	נפל בידו	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	לעבוד, לפרט	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	לפרט עבור הספר הזה	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	יודע, רוצה לדעת, סקרנות	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	דו לשוני, דו לשוניות	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	תוהה על לומד תלת לשוני	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	הלך, חזר	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	החתולים חזרו לבתיהם (שלהם).	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	בתיק, לתוך התיק	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	לשים אותו בתיק שלך	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	רגל, הליכות, הולך רגל	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	במשך עשרה ימים, הם הלכו	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	לקחת, להוציא	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	פרחים יפים, לקח פרחים יפים	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	הוא הוציא רק פרחים יפים	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	נפתח, אבל נסגר מיד	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	פתח מפגש בינלאומי	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	פורסם והופץ	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	ההוצאה הוציאה עשרים ושלושה ספרים	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	חזר וראה שוב את הבן של עצמך	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	בשנת אלפיים ועשרים ושלוש (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	ג'נטלמן נכנס (לתוך) לחנות	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	חנות המכוניות	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	שם הוא רואה גברת	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	גבירותיי ורבותיי היקרים	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	זה שימח אותי (אני אוהב את זה)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	הגברת מצאה חן בעיניו (הוא אהב את הגברת)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	ראה את הגברת היפה	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	מי שימח אותו (את מי הוא אהב?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	האישה, ששימשה אותי	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	זה שנכנס לבית	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	האיש שתרם אותו	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	הוא נתן טבעת לאשתו	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	היא אהבה את הטבעת	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	האישה שאהבה את הטבעת	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	מוכר עובד בחנות	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	איש מכירות של מכוניות	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	שאל האדון את המוכר	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	איזה רכב אתה אוהב	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	באיזה רכב תבחרו?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	אני בחרתי במכונית הזו	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	זה טוב יותר	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	יותר טוב מזה	better than this	grupo	alternativoj	prononco
level	plej bona el ili	הטובים שבהם	best of them	grupo	alternativoj	prononco
level	estas la plej bona	הכי טוב	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	איזה רכב הכי טוב	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	המכונית הזו טובה יותר	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	זה הטוב ביותר	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	ראה את כל המכוניות	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	הטוב ביותר	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	זה מהיר?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	מהיר יותר מאחרים	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	הוא גם חזק	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	הו כן כמובן!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	הוא חזק מאוד	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	בהחלט זה חזק	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	הוא גם יקר	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	היקר מכולם	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	זול אבל חזק	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	מרחם ומרחם (שווה להצטער)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	לצערי לא אקנה	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	הוא דבר מצער	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	הוא קנה מכונית חדשה	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	בגלל שאין לי כסף	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	המכונית הישנה שלי	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	הזול מכולם	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	אני אסע לשם	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	עדיין ייסע איתו	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	כל היום	all day long	grupo	alternativoj	prononco
level	dum li diris tion	בזמן שהוא אמר את זה	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	הוא הביט בה שוב	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	אבל המוכר אמר	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	עדיף ש~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	תסתכל על הגברת הזאת	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	זה גם מאוד יקר	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	אני בעלה	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	כמה עלתה הטיול שלך?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	תקשיב לשיר של אשתך	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	אל תשכח שזה עולה הרבה	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	הוא עזר למוכר במשך שעתיים	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	במשך יותר משלוש שנים	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	לכסות, לכסות, לגלות (לגלות)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	הסיבה שהוא עדיין לא גילה	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	למה התחלת לשלוח מכתבים?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	במשך שמונה חודשים הוא גר שם	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	לא היה זמן להקשיב	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	המכונית כבר הייתה מלאה	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	מה אתה אוכל	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	איך מזג האוויר?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	איזה סוג רכב יש לך	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	איך היו המכתבים שלה?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	איפה אנחנו?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	לאן אתה הולך?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	למי נתת את זה	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	האיש שאיתו טיילת	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	גדול יותר מהמכונית	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	הגבוה מבין אותם אנשים	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	הוא ישב בארוחת הערב	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	היא כותבת בזמן שהוא קורא	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	כאן, בחדר הזה	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	האדון הזה	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	ידיעה ששווה להאזין	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	הספר באמת שווה קריאה	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	דבר מצער	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	לצערי, אני לא יכול	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	בבקשה. התענוג כולו שלי	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	ילדה קטנה ויפה היא מאוד יפה	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	כל החברים אוהבים אותה	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	לפני שלושה חודשים	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	משהו רע קרה לה	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	היא נפלה בגלל מכונית	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	חלה והטמפרטורה עלתה	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	אמא אמרה שהיא צריכה לנוח	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	היא צריכה להישאר בבית	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	היא תתקשר לרופא	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	בשעה תשע	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	בבוקר הגיע בשעה שמונה	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	בשבע מחר בערב	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	הראה את ידיו	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	להתלבש, מתלבש	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	להתלבש ולחמם את הגוף	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	בבית התפשט מיד והתקלח	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	רופא הסתכל על הכל	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	הסתכל ביסודיות ולבסוף אמר	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	להישאר בבית לשבוע	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	רוצה שתהיה רגוע	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	אחרי שבוע אחד	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	אתה תרגיש יותר טוב	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	לשתות הרבה תה	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	יבוא לראות אותך שוב	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	תן גם לו להיות רגוע	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	אדם בריא, אדם בריא	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	דאג לעצמו	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	כל העניין היה מועיל לי בבת אחת	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	שם לב שהדבר הנורא קרוב	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	ביקש לשים לב לכך מיד	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	חשב שזה לא הכרחי	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	גר בקרבת מקום, וזה היה שימושי	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	המדינה שלנו הפכה מבועתת היום	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	ילדים יקרים מכל המשפחות	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	פעם אחת אתמול, פעמיים מחר	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	היום משפחות זקוקות לילדים	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	קיוויתי שיהיה טוב מחר	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	הוא הרגיש (היה) רגוע מאוד	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	שלושה קטנים הרימו את ההר	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	אנשים חשובים לא ביקשו עזרה	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	הלך לשם כדי לעזור	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	להישאר בבית אם הטמפרטורה גבוהה	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	הטמפרטורה נשארה דומה היום	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	להתקשר לרופא בתשע	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	תראה את זה לרופא שלך	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	להראות את הרגל שלך	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	ללבוש את החולצה הזו	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	בסוף השבוע הכל יירגע	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	מתחת לכוס התה מה מצאת?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	אני רוצה תה של בוקר	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	קיווה לערב שקט	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	רוצה שתלמד	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	התעקש שאלך	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	באיזה שעה?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	בשש הוא יבוא	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	הליברית הייתה מקסימה	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	תהיה בשקט	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	תן לו להיות בשקט	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	הוא גם	he too	grupo	alternativoj	prononco
level	mi deziras	אני רוצה (רצון)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	אני מאחל (חפץ) ש~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	שאתה לומד	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	אני רוצה שתלמד	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	אבא מתעקש	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	אבא מתעקש ש~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	שאני הולך	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	אבא מתעקש שאלך	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	באיזה שעה	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	באיזה שעה אתה בא	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	בשעה חמש)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	בשעה חמש	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	איך הוא מסתדר	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	איך אתה לאחרונה?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	ספרים קטנים הם יפים	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	חוברת, ספרים יפים	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	יפה, קצת יפה, יפה מאוד	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	חם, פושר, חם מאוד	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	ספר גדול, חוברת	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	טוב, נהדר, טוב	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	עשיר, הפוך לעשיר, אדם עשיר	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	להרגיע, להרגיע, להירגע	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	בריא, להתרפא, נרפא	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	בעל, נישואין, נשוי	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	דוור מכתבים	a letter postman	grupo	alternativoj	prononco
level	hejmlando	מולדת	a homeland	grupo	alternativoj	prononco
level	iom, iomete	קצת, קצת	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	אכלנו ארוחת ערב נהדרת	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	בתקווה, תשמור על עצמך	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	היה אכפת לי מהדיור האיכותי	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	לחשוב פעמיים, הרבה פעמים	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	מי הוריד את החוברת?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	חתול בשם קיסר	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	עוגה שנמצאת על השולחן	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	לאכול עוגה שעל השולחן	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	נעשה לוהט והסמיק	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	אבא רוצה שהילד שלו יאכל	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	בחדר קטן	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	אנחנו גרים ב~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	הפכתי לחרדה	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	באותו זמן כשראיתי אותך	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	כולם שמו לב לזה	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	העובדה שהיא יפה	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	אתה רוצה את זה ~ ? (דזירי)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	שאוכל להראות לך	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	אתה רוצה שאני אראה?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	הספר החדש שלי (מטרה)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	מחר בבוקר, מה אתה רוצה?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	אכל ארוחת בוקר מאוחר	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	מתי מארק יגיע?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	בשעה חמש או שמונה	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	מתי שמת לב לזה ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	כל המשפחה קוראת לי חסד	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	שימושי עבורך	useful for you	grupo	alternativoj	prononco
