A.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	pardonu, mi serĉis mian libron	beklager, jeg lette etter boken min.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	men du vet godt	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	er ikke på bordet mitt	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	bøkene dine ligger ikke på bordet mitt	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	igjen ga, returnerte	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	returner brevet til meg	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	fikk en god leksjon	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	videre vasket, spiste mer	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	vil ikke lenger lese	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Jeg fikk også	I also received	grupo	alternativoj	prononco
level	devas fermi	må stenge	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Jeg må lukke godt	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	lukket døren godt	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	roe ned, roe ned	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	hørt, men ikke lyttet	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	hørte en rolig lyd	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	hos meg er det 4 lommer	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	ti dager etter siste leksjon	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	mellom de to bordene	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	tre brev, seks papirer	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	fra topp til fot	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	fire, fjerde, en kvartett, en kvart	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	hvor ble det av trioen	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	fem fingre i begge hender	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	av seg selv, sin egen lomme	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	sette, sette sammen, en sammensetning	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	putte i egen lomme	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	to hundre nasjoner i verden	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	tok, tok bort	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	tok syv av sine egne ni bøker	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	å forlate, forlatt	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	la meg være i fred og ro	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tusen åtte hundre og åtisju (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	en kopp te	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	noen vasket åtte kopper	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	to tusen nitten (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	han vasket seg	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	ens kropp, ens egen eiendel	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	på bordet sov katten	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	katten hoppet på bordet	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	i hallen, inn i hallen	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	falt i hånden hans	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	å arbeide, å utdype	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	å utdype for den boken	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	vet, vil vite, nysgjerrighet	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	tospråklighet, tospråklighet	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	undrer seg over en trespråklig elev	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	gikk, kom tilbake	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	kattene vendte tilbake til sine (egne) hjem	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	i posen, inn i posen	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	legg den i vesken	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	en fot, går, en fotgjenger	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	i ti dager gikk de	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	å ta, å ta ut	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	vakre blomster, tok vakre blomster	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	han tok ut bare vakre blomster	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	åpnet, men lukket umiddelbart	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	åpnet et internasjonalt møte	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	publisert og distribuert	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	forlaget ga ut tjuetre bøker	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	kom tilbake og så sin egen sønn igjen	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	i året to tusen og tjuetre (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	en herre kom inn (inn i) butikken	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	butikken av biler	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	der ser han en dame	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	kjære damer og herrer	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	det gledet meg (jeg liker det)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	damen likte ham (han likte damen)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	så den vakre damen	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	hvem gledet ham? (hvem likte han?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	kvinnen, som gledet meg	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	den som kom inn i huset	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	mannen som donerte det	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	han ga en ring til sin kone	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	hun likte ringen	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	kona som likte ringen	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	en selger jobber i butikken	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	en selger av biler	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	spurte herren selgeren	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	hvilken bil liker du?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	hvilken bil vil du velge?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Jeg valgte den bilen	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	det er bedre	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	bedre enn dette	better than this	grupo	alternativoj	prononco
level	plej bona el ili	beste av dem	best of them	grupo	alternativoj	prononco
level	estas la plej bona	er den beste	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	hvilken bil er best?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	denne bilen er bedre	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	denne er den beste	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	så alle bilene	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	det beste av alt	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	er det raskt?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	raskere enn andre	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	er også sterk	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	Ja selvfølgelig!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	er veldig sterk	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	visst er den sterk	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	er også dyrt	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	den dyreste av alle	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	billig, men sterk	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	synes synd og er medlidende (verdt å synes synd)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	Jeg vil dessverre ikke kjøpe	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	er en uheldig ting	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	han kjøpte en ny bil	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	fordi jeg ikke har penger	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	min gamle bil	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	den billigste av alle	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Jeg kjører dit	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	vil fortsatt kjøre med den	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	hele dagen	all day long	grupo	alternativoj	prononco
level	dum li diris tion	mens han sa det	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	han så på henne igjen	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	men selgeren sa	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	det ville være bedre at ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	se på denne damen	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	det er også veldig dyrt	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Jeg er mannen hennes	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	hvor mye kostet turen din?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	hør på din kones sang	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	ikke glem at det koster mye	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	han hjalp selgeren i to timer	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	i mer enn tre år	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	dekke, dekke, avdekke (oppdage)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	årsaken han ennå ikke har oppdaget	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	hvorfor begynte du å sende brev?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	i åtte måneder bodde han der	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	hadde ikke tid til å lytte	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	bilen var allerede full	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	hva spiser du	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	hvordan er været?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	hva slags bil har du?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	hvordan var brevene hennes?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	hvor er vi?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	hvor skal du?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	hvem ga du det til?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	mannen du reiste med	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	større enn bilen	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	den høyeste av disse menneskene	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	han satt til middag	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	hun skriver mens han leser	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	her, i dette rommet	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	denne herren	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	en nyhet verdt å lytte til	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	boken er virkelig verdt å lese	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	en uheldig ting	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	det kan jeg dessverre ikke	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	vær så god. det var bare hyggelig	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	liten pen jente er veldig vakker	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	alle venner elsker henne	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	tre måneder siden	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	noe vondt skjedde med henne	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	hun falt på grunn av en bil	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	ble syk og temperaturen steg	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mor sa hun skulle hvile	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	hun må bli hjemme	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	hun vil ringe en lege	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	klokken ni	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	om morgenen kom klokken åtte	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	klokken syv i morgen kveld	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	viste hendene	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	kjole, kler på seg	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	kle på deg og varme kroppen	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	hjemme kledde seg umiddelbart av og dusjet	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	en lege så på alt	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	så grundig og sa til slutt	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	bli hjemme en uke	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	vil at du skal være rolig	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	etter en uke	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	du vil føle deg bedre	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	drikk mye te	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	kommer for å se deg igjen	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	la han også være rolig	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	sunn mann, frisk person	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	tok vare på seg selv	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	det hele var nyttig for meg med en gang	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	la merke til at forferdelig ting er nær	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	bedt om å legge merke til det umiddelbart	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	trodde det ikke var nødvendig	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	bodde i nærheten, og det var nyttig	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	landet vårt ble livredd i dag	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	kjære barn fra alle familier	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	en gang i går, to ganger i morgen	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	i dag trenger familier barn	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	håpet han skulle bli frisk i morgen	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	han følte seg (har vært) veldig rolig	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	tre små reiste fjellet	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	viktige personer ba ikke om hjelp	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	gikk dit for å hjelpe	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	bli hjemme hvis temperaturen er høy	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperaturen holdt seg lik i dag	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	ring legen klokken ni	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	vis det til legen din	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	å vise foten din	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	bruk denne skjorten	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	i helgen vil alt roe seg	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	hva fant du under tekoppen?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Jeg vil ha morgente	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	håpet på en rolig kveld	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	ønsker at du lærer	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	insisterte på at jeg skulle gå	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	til hvilken tid?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	klokken seks kommer han	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	librettoen var sjarmerende	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	vær stille	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	la ham være stille	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	han også	he too	grupo	alternativoj	prononco
level	mi deziras	jeg vil ha (ønske)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Jeg ønsker (ønsker) at ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	at du lærer	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Jeg vil at du skal lære	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	insisterer far	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	far insisterer på at ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	at jeg går	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	far insisterer på at jeg går	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	til hvilken time	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	når kommer du?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	klokken fem)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	klokken fem	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	hvordan har han det?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	hvordan har du hatt det i det siste?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	små bøker er vakre	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	et hefte, vakre bøker	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	vakker, litt pen, veldig vakker	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	varm, lunken, veldig varm	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	en stor bok, et hefte	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	bra, flott, vel	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	rik, bli rik, en rik person	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	roe ned, roe ned, roe ned	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	sunn, å bli helbredet, ble helbredet	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	en mann, ekteskap, gift	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	et brevpostbud	a letter postman	grupo	alternativoj	prononco
level	hejmlando	et hjemland	a homeland	grupo	alternativoj	prononco
level	iom, iomete	litt, litt	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	vi hadde en flott middag	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	forhåpentligvis, ta vare på deg selv	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Jeg brydde meg om boliger av høy kvalitet	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	tenk to ganger, mange ganger	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	hvem tok ned heftet?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	en katt som heter Cæsar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	en kake som står på bordet	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	spise en kake som står på bordet	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	ble varm og rødmet	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	en far vil at barnet hans skal spise	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	i et lite rom	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	vi bor i ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Jeg ble engstelig	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	på den tiden da jeg så deg	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	alle la merke til det	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	det faktum at hun er vakker	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	vil du ha det ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	at jeg kan vise deg	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	vil du at jeg skal vise?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	min nyeste bok (mål)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	i morgen, hva vil du?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	spiste frokost sent	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	når kommer Mark?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	klokken fem eller åtte	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	når la du merke til det ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	hele familien kaller meg en velgjører	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	nyttig for deg	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	var heftet nyttig?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	heftet, som jeg sendte	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	om morgenen sov lenge	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	da han så solen	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	plutselig spratt han opp	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	han var alltid tidlig ute	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	han kommer alltid for sent	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	på den tiden, når han må gå	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	å gå på skolen	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	han vet, at ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	han vet det faktum at ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	det faktum at læreren hater bier	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	vet det faktum at læreren hater bier	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	vet at læreren hater det	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	men i dag drakk han kaffen	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	han tar raskt på seg klærne	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	han vil ikke komme for sent	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	veldig raskt med bøkene i hånden	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	senere løp han og hoppet	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	han løp og hoppet	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	langs gaten	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	folket så på ham	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	så på ham og sa	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	klok og tåpelig	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	for en dum gutt!	what a foolish boy!	grupo	alternativoj	prononco
