A.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	ree donis, redonis	снова дал, вернул	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	верните мне письмо	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	получил хороший урок	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	далее помылся, поел еще	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	больше не буду читать	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	я также получил	I also received	grupo	alternativoj	prononco
level	devas fermi	должен закрыться	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	мне нужно хорошо закрыться	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	плотно закрыл дверь	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	успокойся, успокойся	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	слышал, но не слушал	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	услышал спокойный звук	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	у меня 4 кармана	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	десять дней после последнего урока	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	между двумя столами	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	три письма, шесть бумаг	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	с головы до ног	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	четыре, четвёртый, квартет, четверть	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	куда делось трио	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	пять пальцев на обеих руках	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	сам, в свой карман	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	сложить, сложить, соединение	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	положить себе в карман	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	двести стран мира	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	взял, забрал	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	взял семь из своих девяти книг	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	уйти, оставить	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	оставь меня в покое и успокойся	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	тысяча восемьсот восемьдесят семь (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	чашка чая	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	кто-то вымыл восемь чашек	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	две тысячи девятнадцать (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	он мылся	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	свое тело, своя собственность	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	на столе кот спал	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	кот прыгнул на стол	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	в зале, в зале	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	упал ему в руку	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	работать, разрабатывать	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	уточнить для этой книги	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	знает, хочет знать, любопытство	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	двуязычие, двуязычие	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	чудеса о трехъязычном ученике	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	пошел, вернулся	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	кошки вернулись в свои дома	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	в сумке, в сумке	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	положи это в свою сумку	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	нога, прогулки, пешеход	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	десять дней они шли	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	взять, вынуть	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	красивые цветы, взял красивые цветы	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	он доставал только красивые цветы	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	открылся, но тут же закрылся	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	открыл международную встречу	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	опубликовано и распространено	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	издательство опубликовало двадцать три книги	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	вернулся и снова увидел собственного сына	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	в две тысячи двадцать третьем году (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	господин вошел (в) магазин	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	магазин автомобилей	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	вот он видит даму	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Уважаемые дамы и господа	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	это меня порадовало (мне это нравится)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	дама ему понравилась (дама ему понравилась)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	увидел прекрасную даму	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	кто ему понравился? (кто ему понравился?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	женщина, которая мне понравилась	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	тот, кто вошел в дом	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	человек, который это пожертвовал	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	он подарил кольцо своей жене	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	ей понравилось кольцо	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	жена, которой понравилось кольцо	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	продавец работает в магазине	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	продавец автомобилей	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	джентльмен спросил продавца	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	какая машина тебе нравится?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	какую машину ты выберешь?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Я выбрал эту машину	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	лучше	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	лучше чем это	better than this	grupo	alternativoj	prononco
level	plej bona el ili	лучший из них	best of them	grupo	alternativoj	prononco
level	estas la plej bona	лучший	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	какая машина лучшая?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	эта машина лучше	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	Этот лучший	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	видел все машины	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	лучший из всех	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	это быстро?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	быстрее, чем другие	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	тоже сильный	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	Ах, да, конечно!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	очень сильный	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	конечно, это сильно	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	тоже дорого	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	самый дорогой из всех	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	дешевый, но сильный	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	жалеет и жалеет (стоит пожалеть)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	к сожалению не куплю	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	это прискорбная вещь	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	он купил новую машину	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	потому что у меня нет денег	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	моя старая машина	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	самый дешевый из всех	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	я поеду туда	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	все равно буду ездить на нем	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	весь день	all day long	grupo	alternativoj	prononco
level	dum li diris tion	пока он сказал это	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	он снова посмотрел на нее	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	но продавец сказал	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	было бы лучше ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	посмотри на эту леди	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	это тоже очень дорого	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	я ее муж	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	сколько стоила твоя поездка?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	послушай песню своей жены	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	не забывай, что это стоит много	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	он помогал продавцу два часа	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	более трех лет	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	прикрыть, прикрыть, раскрыть (обнаружить)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	причину он еще не обнаружил	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	почему ты начал рассылать письма?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	восемь месяцев он жил там	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	не было времени слушать	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	машина уже была заполнена	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	что вы едите	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	какая там погода?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	какая у тебя машина?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	каковы были ее письма?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Где мы?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	Куда вы собираетесь?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	кому ты это дал?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	мужчина, с которым ты путешествовала	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	больше, чем машина	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	самый высокий из этих людей	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	он сидел за ужином	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	она пишет, пока он читает	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	здесь, в этой комнате	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	этот джентльмен	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	новость, которую стоит послушать	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	книга действительно стоит прочтения	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	неудачная вещь	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	к сожалению, я не могу	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	пожалуйста. мне было приятно	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	маленькая хорошенькая девочка очень красивая	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	все друзья любят ее	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	три месяца назад	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	с ней случилось что-то плохое	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	она упала из-за машины	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	стало плохо и поднялась температура	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	мама сказала, что ей нужно отдохнуть	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	она должна остаться дома	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	она вызовет врача	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	в 9:00	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	утром пришло в восемь часов	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	завтра в семь вечера	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	показал свои руки	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	платье, одевается	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	оденься и согрей свое тело	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	дома сразу разделся и принял душ	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	врач все посмотрел	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	внимательно посмотрел и наконец сказал	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	посиди дома неделю	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	хочет, чтобы ты был спокоен	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	через неделю	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	Ты почувствуешь себя лучше	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	пейте много чая	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	приду к тебе снова	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	пусть он тоже будет спокоен	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	здоровый человек, здоровый человек	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	позаботился о себе	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	все это мне сразу пригодилось	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	заметил, что ужасная вещь рядом	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	попросил немедленно обратить на это внимание	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	думал, что это не обязательно	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	жил рядом, и это было полезно	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	наша страна сегодня пришла в ужас	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	дорогие дети из всех семей	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	один раз вчера, два раза завтра	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	сегодня семьям нужны дети	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	надеялся, что завтра он будет здоров	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	он чувствовал (был) очень спокоен	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	трое малышей подняли гору	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	важные люди не просили о помощи	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	пошел туда, чтобы помочь	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	оставайся дома, если температура высокая	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	температура сегодня оставалась такой же	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	позвони врачу в девять	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	покажи это своему врачу	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	показать свою ногу	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	носить эту рубашку	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	на выходных все успокоится	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	под чашкой чая, что ты нашел?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Я хочу утренний чай	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	надеялся на тихий вечер	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	хочет, чтобы ты научился	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	настоял, чтобы я пошел	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	в какой час?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	в шесть он придет	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	либретто было очаровательным	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	будь спокоен	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	пусть он помолчит	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	он тоже	he too	grupo	alternativoj	prononco
level	mi deziras	Я хочу (желание)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Я желаю (желаю) этого ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	что ты учишься	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Я хочу, чтобы ты научился	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	отец настаивает	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	отец настаивает на этом ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	что я иду	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	отец настаивает, чтобы я пошел	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	в какой час	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	в какое время ты придешь?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	в пять часов)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	в пять часов	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	как он поживает?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	как твои дела в последнее время?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	маленькие книжки прекрасны	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	буклет, красивые книги	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	красиво, немного красиво, очень красиво	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	теплый, теплый, очень горячий	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	большая книга, буклет	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	хорошо, отлично, ну	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	богатый, стать богатым, богатый человек	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	успокоиться, успокоиться, успокоиться	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	здоровый, исцелиться, исцелиться	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	муж, брак, женатый	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	почтальон с письмом	a letter postman	grupo	alternativoj	prononco
level	hejmlando	Родина	a homeland	grupo	alternativoj	prononco
level	iom, iomete	несколько, немного	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	мы отлично поужинали	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	надеюсь, береги себя	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Я заботился о качественном жилье	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	подумай дважды, много раз	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	кто снял буклет?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	кот по имени Цезарь	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	торт, который находится на столе	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	съесть торт, который лежит на столе	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	стало жарко и покраснел	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	отец хочет, чтобы его ребенок ел	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	в маленькой комнате	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	мы живем в ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Я стал беспокоиться	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	в то время, когда я увидел тебя	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	все это заметили	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	тот факт, что она красивая	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	ты хочешь этого ~ ? (дезири)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	чтобы я мог показать тебе	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	хочешь, я покажу?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	моя новая книга (цель)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	завтра утром, чего ты хочешь?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	завтракал поздно	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	когда приедет Марк?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	в пять или восемь часов	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	когда ты это заметил ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	вся семья называет меня благодетелем	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	полезно для тебя	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	был ли буклет полезен?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	буклет, который я отправил	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	утром долго спал	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	когда он увидел солнце	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	внезапно он вскочил	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	он всегда приходил рано	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	он всегда опаздывает	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	в то время, когда ему нужно идти	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	пойти в школу	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	он знает, что ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	он знает тот факт, что ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	тот факт, что учитель ненавидит пчел	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	знает тот факт, что учитель ненавидит пчел	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	знает, что учитель это ненавидит	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	но сегодня он выпил кофе	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	он быстро одевается	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	он не хочет опаздывать	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	очень быстро с книгами в руках	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	позже он побежал и прыгнул	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	он бегал и прыгал	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	вдоль улицы	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	люди смотрели на него	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	посмотрел на него и сказал	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	мудрый и глупый	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	какой глупый мальчик!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	был перед школой	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	скоро	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	он был перед ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	пойти и войти	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	он хотел войти	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	войти в школу	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	но, как бы то ни было	but however	grupo	alternativoj	prononco
level	sed li ne povis	но он не мог	but he couldn't	grupo	alternativoj	prononco
